ID,Category,Years_Experience,Skills,Resume
RES0568,Health and Fitness,9,Communication; Nutrition Planning; Program Design; Exercise Physiology; CPR Certified; Client Assessment,"Result-driven Health and Fitness professional with 9 years of experience. Skilled in Communication, Nutrition Planning, Program Design, Exercise Physiology, CPR Certified, Client Assessment. Completed BCA from National College. Worked on projects involving Exercise Physiology and Client Assessment, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0006,Data Science,6,Excel; A/B Testing; Pandas; NumPy; Scikit-learn; Tableau; Data Visualization,"Motivated Data Science candidate (6 years experience, M.Sc, City College) proficient in Excel, A/B Testing, Pandas, NumPy, Scikit-learn, Tableau, Data Visualization. Hands-on experience building solutions with Tableau and Scikit-learn. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0395,HR,4,Onboarding; Payroll; Conflict Resolution; Excel; HRIS; Performance Management; Employee Engagement,"Result-driven HR professional with 4 years of experience. Skilled in Onboarding, Payroll, Conflict Resolution, Excel, HRIS, Performance Management, Employee Engagement. Completed MBA from Metropolitan University. Worked on projects involving Performance Management and Conflict Resolution, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Coursera Professional Certificate."
RES0075,Web Development,11,Express.js; HTML; CSS; React; REST API; Git; JavaScript; Responsive Design,"Motivated Web Development candidate (11 years experience, B.Sc, Metropolitan University) proficient in Express.js, HTML, CSS, React, REST API, Git, JavaScript, Responsive Design. Hands-on experience building solutions with HTML and JavaScript. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0227,DevOps Engineer,6,Kubernetes; Terraform; Monitoring; Jenkins; Shell Scripting,"Motivated DevOps Engineer candidate (6 years experience, B.E., City College) proficient in Kubernetes, Terraform, Monitoring, Jenkins, Shell Scripting. Hands-on experience building solutions with Terraform and Kubernetes. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0016,Data Science,3,Scikit-learn; Machine Learning; Data Visualization; Excel; NumPy; SQL; A/B Testing; Statistics; TensorFlow,"Motivated Data Science candidate (3 years experience, MCA, Metropolitan University) proficient in Scikit-learn, Machine Learning, Data Visualization, Excel, NumPy, SQL, A/B Testing, Statistics, TensorFlow. Hands-on experience building solutions with Excel and Machine Learning. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Coursera Professional Certificate."
RES0186,Python Developer,7,SQL; Django; Flask; Python; Unit Testing; REST API,"Motivated Python Developer candidate (7 years experience, MBA, State University) proficient in SQL, Django, Flask, Python, Unit Testing, REST API. Hands-on experience building solutions with Unit Testing and REST API. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0515,Civil Engineer,5,Revit; Cost Estimation; Structural Analysis; Surveying; AutoCAD; Project Management; Construction Management,"Result-driven Civil Engineer professional with 5 years of experience. Skilled in Revit, Cost Estimation, Structural Analysis, Surveying, AutoCAD, Project Management, Construction Management. Completed B.E. from Metropolitan University. Worked on projects involving Structural Analysis and Construction Management, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0407,Sales,12,Cold Calling; Sales Strategy; Client Relationship Management; Excel; Negotiation; Communication; CRM; Lead Generation,"Sales specialist with 12 years in the industry, holding a BCA from Institute of Technology. Core competencies include Cold Calling, Sales Strategy, Client Relationship Management, Excel, Negotiation, Communication, CRM, Lead Generation. Led initiatives using Client Relationship Management that improved key metrics, and collaborated cross-functionally leveraging Lead Generation. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0553,Graphic Designer,7,Branding; Typography; Photoshop; Communication; Creativity,"Graphic Designer specialist with 7 years in the industry, holding a BCA from Institute of Technology. Core competencies include Branding, Typography, Photoshop, Communication, Creativity. Led initiatives using Photoshop that improved key metrics, and collaborated cross-functionally leveraging Branding. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0437,Sales,0,Cold Calling; Communication; CRM; Client Relationship Management; Excel; Lead Generation; Sales Strategy; Negotiation,"Motivated Sales candidate (0 years experience, B.Sc, State University) proficient in Cold Calling, Communication, CRM, Client Relationship Management, Excel, Lead Generation, Sales Strategy, Negotiation. Hands-on experience building solutions with Negotiation and Lead Generation. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Coursera Professional Certificate."
RES0235,DevOps Engineer,10,Linux; Kubernetes; Git; Docker; AWS,"Result-driven DevOps Engineer professional with 10 years of experience. Skilled in Linux, Kubernetes, Git, Docker, AWS. Completed B.E. from State University. Worked on projects involving Linux and Kubernetes, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0460,Mechanical Engineer,6,Thermodynamics; Manufacturing; SolidWorks; MATLAB; Project Management; Quality Control,"Result-driven Mechanical Engineer professional with 6 years of experience. Skilled in Thermodynamics, Manufacturing, SolidWorks, MATLAB, Project Management, Quality Control. Completed B.E. from National College. Worked on projects involving Quality Control and Manufacturing, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0210,DevOps Engineer,12,Linux; Docker; CI/CD; Ansible; AWS; Terraform; Monitoring; Jenkins,"DevOps Engineer specialist with 12 years in the industry, holding a B.Com from Institute of Technology. Core competencies include Linux, Docker, CI/CD, Ansible, AWS, Terraform, Monitoring, Jenkins. Led initiatives using Terraform that improved key metrics, and collaborated cross-functionally leveraging CI/CD. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0471,Mechanical Engineer,2,Project Management; MATLAB; Six Sigma; Manufacturing; Quality Control; SolidWorks,"Mechanical Engineer specialist with 2 years in the industry, holding a B.Com from Metropolitan University. Core competencies include Project Management, MATLAB, Six Sigma, Manufacturing, Quality Control, SolidWorks. Led initiatives using Project Management that improved key metrics, and collaborated cross-functionally leveraging Six Sigma. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0212,DevOps Engineer,2,AWS; Jenkins; Kubernetes; Shell Scripting; Git; Docker; Ansible; Linux; Terraform,"Motivated DevOps Engineer candidate (2 years experience, MBA, City College) proficient in AWS, Jenkins, Kubernetes, Shell Scripting, Git, Docker, Ansible, Linux, Terraform. Hands-on experience building solutions with Kubernetes and Ansible. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0220,DevOps Engineer,9,AWS; Terraform; CI/CD; Linux; Ansible; Kubernetes,"Result-driven DevOps Engineer professional with 9 years of experience. Skilled in AWS, Terraform, CI/CD, Linux, Ansible, Kubernetes. Completed M.Sc from City College. Worked on projects involving Linux and Kubernetes, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0411,Sales,0,Excel; CRM; Cold Calling; Negotiation; Client Relationship Management; Lead Generation,"Sales specialist with 0 years in the industry, holding a M.Tech from Technical Institute. Core competencies include Excel, CRM, Cold Calling, Negotiation, Client Relationship Management, Lead Generation. Led initiatives using CRM that improved key metrics, and collaborated cross-functionally leveraging Cold Calling. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0071,Web Development,8,HTML; Node.js; TypeScript; MongoDB; Git; CSS; React,"Web Development specialist with 8 years in the industry, holding a MCA from National College. Core competencies include HTML, Node.js, TypeScript, MongoDB, Git, CSS, React. Led initiatives using TypeScript that improved key metrics, and collaborated cross-functionally leveraging Git. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0558,Graphic Designer,10,Figma; Typography; Illustrator; Photoshop; Creativity; Communication,"Graphic Designer specialist with 10 years in the industry, holding a B.Com from Institute of Technology. Core competencies include Figma, Typography, Illustrator, Photoshop, Creativity, Communication. Led initiatives using Communication that improved key metrics, and collaborated cross-functionally leveraging Figma. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0404,Sales,11,Excel; Sales Strategy; Communication; CRM; Cold Calling,"Motivated Sales candidate (11 years experience, B.Sc, Technical Institute) proficient in Excel, Sales Strategy, Communication, CRM, Cold Calling. Hands-on experience building solutions with Communication and Excel. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0216,DevOps Engineer,12,AWS; Git; Monitoring; Kubernetes; Jenkins; Docker; Shell Scripting,"DevOps Engineer specialist with 12 years in the industry, holding a B.Com from National College. Core competencies include AWS, Git, Monitoring, Kubernetes, Jenkins, Docker, Shell Scripting. Led initiatives using Jenkins that improved key metrics, and collaborated cross-functionally leveraging AWS. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0272,Network Security Engineer,4,Cryptography; Linux; SIEM; Risk Assessment; Network Protocols,"Motivated Network Security Engineer candidate (4 years experience, MBA, City College) proficient in Cryptography, Linux, SIEM, Risk Assessment, Network Protocols. Hands-on experience building solutions with Cryptography and Network Protocols. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0501,Civil Engineer,6,Project Management; AutoCAD; Construction Management; Structural Analysis; Revit; Surveying,"Civil Engineer specialist with 6 years in the industry, holding a M.Tech from Technical Institute. Core competencies include Project Management, AutoCAD, Construction Management, Structural Analysis, Revit, Surveying. Led initiatives using AutoCAD that improved key metrics, and collaborated cross-functionally leveraging Revit. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0386,HR,2,Recruitment; Excel; Payroll; HRIS; Conflict Resolution; Communication,"Motivated HR candidate (2 years experience, M.Tech, National College) proficient in Recruitment, Excel, Payroll, HRIS, Conflict Resolution, Communication. Hands-on experience building solutions with HRIS and Recruitment. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Coursera Professional Certificate."
RES0078,Web Development,0,React; MongoDB; Node.js; TypeScript; JavaScript; REST API,"Result-driven Web Development professional with 0 years of experience. Skilled in React, MongoDB, Node.js, TypeScript, JavaScript, REST API. Completed MCA from National College. Worked on projects involving REST API and JavaScript, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Google Certification."
RES0522,Graphic Designer,2,Communication; Typography; Illustrator; Branding; UI/UX; Creativity; Photoshop; Figma,"Graphic Designer specialist with 2 years in the industry, holding a M.Tech from National College. Core competencies include Communication, Typography, Illustrator, Branding, UI/UX, Creativity, Photoshop, Figma. Led initiatives using Figma that improved key metrics, and collaborated cross-functionally leveraging Photoshop. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0341,Digital Marketing,7,Social Media; Marketing Strategy; PPC; Copywriting; Excel,"Motivated Digital Marketing candidate (7 years experience, B.Tech, State University) proficient in Social Media, Marketing Strategy, PPC, Copywriting, Excel. Hands-on experience building solutions with PPC and Social Media. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0323,Digital Marketing,4,Marketing Strategy; Excel; Google Analytics; Content Marketing; Communication; PPC; Copywriting; Email Marketing; Social Media,"Motivated Digital Marketing candidate (4 years experience, M.Tech, Technical Institute) proficient in Marketing Strategy, Excel, Google Analytics, Content Marketing, Communication, PPC, Copywriting, Email Marketing, Social Media. Hands-on experience building solutions with Social Media and Email Marketing. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0185,Python Developer,8,Unit Testing; Docker; Flask; REST API; Git; Python,"Python Developer specialist with 8 years in the industry, holding a B.Tech from State University. Core competencies include Unit Testing, Docker, Flask, REST API, Git, Python. Led initiatives using Python that improved key metrics, and collaborated cross-functionally leveraging Unit Testing. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0585,Health and Fitness,11,CPR Certified; Program Design; Client Assessment; Communication; Nutrition Planning,"Health and Fitness specialist with 11 years in the industry, holding a B.Sc from Technical Institute. Core competencies include CPR Certified, Program Design, Client Assessment, Communication, Nutrition Planning. Led initiatives using Nutrition Planning that improved key metrics, and collaborated cross-functionally leveraging Communication. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0387,HR,7,Payroll; Performance Management; Onboarding; Communication; Recruitment; Conflict Resolution,"HR specialist with 7 years in the industry, holding a B.Sc from Technical Institute. Core competencies include Payroll, Performance Management, Onboarding, Communication, Recruitment, Conflict Resolution. Led initiatives using Conflict Resolution that improved key metrics, and collaborated cross-functionally leveraging Performance Management. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0367,HR,5,Recruitment; HRIS; Performance Management; Excel; Conflict Resolution,"HR specialist with 5 years in the industry, holding a MBA from Technical Institute. Core competencies include Recruitment, HRIS, Performance Management, Excel, Conflict Resolution. Led initiatives using Performance Management that improved key metrics, and collaborated cross-functionally leveraging HRIS. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0191,Python Developer,5,REST API; Python; Django; Git; Flask; Celery; Unit Testing; SQL,"Python Developer specialist with 5 years in the industry, holding a B.Tech from Institute of Technology. Core competencies include REST API, Python, Django, Git, Flask, Celery, Unit Testing, SQL. Led initiatives using Django that improved key metrics, and collaborated cross-functionally leveraging Unit Testing. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0137,Java Developer,2,Git; JUnit; Multithreading; SQL; REST API,"Motivated Java Developer candidate (2 years experience, B.Sc, State University) proficient in Git, JUnit, Multithreading, SQL, REST API. Hands-on experience building solutions with Multithreading and SQL. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0088,Android Development,4,Git; MVVM; Jetpack Compose; Java; Firebase,"Result-driven Android Development professional with 4 years of experience. Skilled in Git, MVVM, Jetpack Compose, Java, Firebase. Completed M.Tech from State University. Worked on projects involving Java and Git, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0176,Python Developer,8,Unit Testing; SQL; Pandas; Flask; Docker; Python,"Python Developer specialist with 8 years in the industry, holding a B.E. from City College. Core competencies include Unit Testing, SQL, Pandas, Flask, Docker, Python. Led initiatives using Python that improved key metrics, and collaborated cross-functionally leveraging Flask. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0294,Business Analyst,6,Requirements Gathering; Excel; Data Visualization; Process Improvement; Agile; Power BI,"Result-driven Business Analyst professional with 6 years of experience. Skilled in Requirements Gathering, Excel, Data Visualization, Process Improvement, Agile, Power BI. Completed M.Sc from Technical Institute. Worked on projects involving Agile and Requirements Gathering, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0350,Digital Marketing,12,SEO; Excel; Marketing Strategy; Content Marketing; Copywriting; Email Marketing; Social Media; PPC; Google Analytics,"Digital Marketing specialist with 12 years in the industry, holding a BCA from National College. Core competencies include SEO, Excel, Marketing Strategy, Content Marketing, Copywriting, Email Marketing, Social Media, PPC, Google Analytics. Led initiatives using Excel that improved key metrics, and collaborated cross-functionally leveraging Social Media. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0486,Civil Engineer,10,Structural Analysis; Revit; Cost Estimation; AutoCAD; Construction Management,"Result-driven Civil Engineer professional with 10 years of experience. Skilled in Structural Analysis, Revit, Cost Estimation, AutoCAD, Construction Management. Completed B.Tech from National College. Worked on projects involving Structural Analysis and AutoCAD, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0252,Network Security Engineer,10,Network Protocols; Cryptography; SIEM; Linux; Penetration Testing,"Motivated Network Security Engineer candidate (10 years experience, B.Com, Institute of Technology) proficient in Network Protocols, Cryptography, SIEM, Linux, Penetration Testing. Hands-on experience building solutions with Penetration Testing and Network Protocols. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0007,Data Science,3,Python; Scikit-learn; Excel; SQL; Statistics; NumPy; Tableau,"Motivated Data Science candidate (3 years experience, MBA, Institute of Technology) proficient in Python, Scikit-learn, Excel, SQL, Statistics, NumPy, Tableau. Hands-on experience building solutions with NumPy and SQL. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0575,Health and Fitness,0,First Aid; Program Design; CPR Certified; Client Assessment; Nutrition Planning; Communication; Exercise Physiology,"Motivated Health and Fitness candidate (0 years experience, MBA, Institute of Technology) proficient in First Aid, Program Design, CPR Certified, Client Assessment, Nutrition Planning, Communication, Exercise Physiology. Hands-on experience building solutions with Client Assessment and CPR Certified. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0450,Mechanical Engineer,2,Project Management; AutoCAD; Six Sigma; Manufacturing; Quality Control,"Result-driven Mechanical Engineer professional with 2 years of experience. Skilled in Project Management, AutoCAD, Six Sigma, Manufacturing, Quality Control. Completed MCA from Technical Institute. Worked on projects involving Six Sigma and Quality Control, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0207,DevOps Engineer,7,Jenkins; Terraform; Git; CI/CD; Shell Scripting; Ansible; AWS,"DevOps Engineer specialist with 7 years in the industry, holding a B.Sc from Metropolitan University. Core competencies include Jenkins, Terraform, Git, CI/CD, Shell Scripting, Ansible, AWS. Led initiatives using Ansible that improved key metrics, and collaborated cross-functionally leveraging AWS. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0126,Java Developer,10,SQL; Spring Boot; Git; JUnit; Java; Hibernate; REST API,"Motivated Java Developer candidate (10 years experience, B.E., City College) proficient in SQL, Spring Boot, Git, JUnit, Java, Hibernate, REST API. Hands-on experience building solutions with JUnit and Hibernate. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0142,Java Developer,10,REST API; SQL; Microservices; Multithreading; Git; Java; JUnit; Hibernate; Spring Boot,"Java Developer specialist with 10 years in the industry, holding a M.Sc from Metropolitan University. Core competencies include REST API, SQL, Microservices, Multithreading, Git, Java, JUnit, Hibernate, Spring Boot. Led initiatives using Multithreading that improved key metrics, and collaborated cross-functionally leveraging JUnit. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0343,Digital Marketing,2,PPC; Copywriting; Communication; Excel; Social Media; Email Marketing; SEO; Content Marketing,"Motivated Digital Marketing candidate (2 years experience, MCA, Institute of Technology) proficient in PPC, Copywriting, Communication, Excel, Social Media, Email Marketing, SEO, Content Marketing. Hands-on experience building solutions with Excel and PPC. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0373,HR,6,Employee Engagement; Excel; Conflict Resolution; Payroll; Performance Management; HRIS; Communication; Onboarding; Recruitment,"HR specialist with 6 years in the industry, holding a M.Sc from Metropolitan University. Core competencies include Employee Engagement, Excel, Conflict Resolution, Payroll, Performance Management, HRIS, Communication, Onboarding, Recruitment. Led initiatives using Conflict Resolution that improved key metrics, and collaborated cross-functionally leveraging Recruitment. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0158,Java Developer,3,JUnit; REST API; Hibernate; Java; Multithreading; Git; Spring Boot,"Result-driven Java Developer professional with 3 years of experience. Skilled in JUnit, REST API, Hibernate, Java, Multithreading, Git, Spring Boot. Completed B.Tech from City College. Worked on projects involving Multithreading and REST API, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0102,Android Development,1,Material Design; REST API; Firebase; Jetpack Compose; MVVM; Java; Android SDK; Kotlin,"Android Development specialist with 1 years in the industry, holding a M.Sc from City College. Core competencies include Material Design, REST API, Firebase, Jetpack Compose, MVVM, Java, Android SDK, Kotlin. Led initiatives using Kotlin that improved key metrics, and collaborated cross-functionally leveraging MVVM. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0511,Civil Engineer,10,Surveying; Revit; AutoCAD; Project Management; Structural Analysis,"Civil Engineer specialist with 10 years in the industry, holding a B.Com from Institute of Technology. Core competencies include Surveying, Revit, AutoCAD, Project Management, Structural Analysis. Led initiatives using Project Management that improved key metrics, and collaborated cross-functionally leveraging AutoCAD. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0519,Civil Engineer,0,Surveying; Structural Analysis; Construction Management; Project Management; AutoCAD; Revit,"Result-driven Civil Engineer professional with 0 years of experience. Skilled in Surveying, Structural Analysis, Construction Management, Project Management, AutoCAD, Revit. Completed M.Tech from Technical Institute. Worked on projects involving AutoCAD and Structural Analysis, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0453,Mechanical Engineer,6,Six Sigma; Project Management; SolidWorks; Thermodynamics; Quality Control; Manufacturing; AutoCAD; MATLAB,"Motivated Mechanical Engineer candidate (6 years experience, B.Sc, National College) proficient in Six Sigma, Project Management, SolidWorks, Thermodynamics, Quality Control, Manufacturing, AutoCAD, MATLAB. Hands-on experience building solutions with Project Management and AutoCAD. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: AWS Certified Associate."
RES0300,Business Analyst,6,Excel; Stakeholder Management; Tableau; Power BI; Agile; Data Visualization,"Motivated Business Analyst candidate (6 years experience, B.Sc, State University) proficient in Excel, Stakeholder Management, Tableau, Power BI, Agile, Data Visualization. Hands-on experience building solutions with Excel and Data Visualization. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0578,Health and Fitness,11,Client Assessment; Nutrition Planning; Exercise Physiology; First Aid; Communication,"Health and Fitness specialist with 11 years in the industry, holding a MBA from Metropolitan University. Core competencies include Client Assessment, Nutrition Planning, Exercise Physiology, First Aid, Communication. Led initiatives using Exercise Physiology that improved key metrics, and collaborated cross-functionally leveraging Communication. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0371,HR,0,Excel; Conflict Resolution; Performance Management; Payroll; Recruitment; HRIS; Communication; Employee Engagement,"Result-driven HR professional with 0 years of experience. Skilled in Excel, Conflict Resolution, Performance Management, Payroll, Recruitment, HRIS, Communication, Employee Engagement. Completed M.Tech from National College. Worked on projects involving Employee Engagement and Communication, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0211,DevOps Engineer,6,Jenkins; Git; Ansible; Terraform; Shell Scripting,"DevOps Engineer specialist with 6 years in the industry, holding a BCA from Technical Institute. Core competencies include Jenkins, Git, Ansible, Terraform, Shell Scripting. Led initiatives using Jenkins that improved key metrics, and collaborated cross-functionally leveraging Ansible. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0121,Java Developer,11,Git; SQL; Microservices; Java; Hibernate; Spring Boot; Maven; REST API; JUnit,"Java Developer specialist with 11 years in the industry, holding a MBA from Institute of Technology. Core competencies include Git, SQL, Microservices, Java, Hibernate, Spring Boot, Maven, REST API, JUnit. Led initiatives using Microservices that improved key metrics, and collaborated cross-functionally leveraging Git. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0172,Python Developer,0,Flask; Git; Django; Docker; REST API; SQL; Pandas; Celery; Python,"Python Developer specialist with 0 years in the industry, holding a B.Tech from National College. Core competencies include Flask, Git, Django, Docker, REST API, SQL, Pandas, Celery, Python. Led initiatives using Celery that improved key metrics, and collaborated cross-functionally leveraging Pandas. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0108,Android Development,4,Git; Jetpack Compose; Android SDK; Kotlin; Java; Material Design,"Result-driven Android Development professional with 4 years of experience. Skilled in Git, Jetpack Compose, Android SDK, Kotlin, Java, Material Design. Completed M.Tech from Institute of Technology. Worked on projects involving Java and Jetpack Compose, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: None."
RES0596,Health and Fitness,10,Exercise Physiology; First Aid; CPR Certified; Communication; Program Design,"Result-driven Health and Fitness professional with 10 years of experience. Skilled in Exercise Physiology, First Aid, CPR Certified, Communication, Program Design. Completed B.Com from Institute of Technology. Worked on projects involving Exercise Physiology and CPR Certified, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0043,Web Development,7,Git; HTML; React; Responsive Design; Express.js; Node.js; TypeScript; MongoDB,"Web Development specialist with 7 years in the industry, holding a B.Tech from National College. Core competencies include Git, HTML, React, Responsive Design, Express.js, Node.js, TypeScript, MongoDB. Led initiatives using Express.js that improved key metrics, and collaborated cross-functionally leveraging TypeScript. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0105,Android Development,9,Material Design; Java; SQLite; MVVM; Android SDK,"Result-driven Android Development professional with 9 years of experience. Skilled in Material Design, Java, SQLite, MVVM, Android SDK. Completed BCA from Technical Institute. Worked on projects involving MVVM and Android SDK, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0109,Android Development,5,SQLite; Jetpack Compose; MVVM; Git; REST API; Material Design,"Android Development specialist with 5 years in the industry, holding a MBA from Institute of Technology. Core competencies include SQLite, Jetpack Compose, MVVM, Git, REST API, Material Design. Led initiatives using Git that improved key metrics, and collaborated cross-functionally leveraging SQLite. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
RES0114,Android Development,4,REST API; Jetpack Compose; Android SDK; SQLite; Java; MVVM; Kotlin; Firebase,"Android Development specialist with 4 years in the industry, holding a BCA from Institute of Technology. Core competencies include REST API, Jetpack Compose, Android SDK, SQLite, Java, MVVM, Kotlin, Firebase. Led initiatives using Jetpack Compose that improved key metrics, and collaborated cross-functionally leveraging Android SDK. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0469,Mechanical Engineer,2,Six Sigma; SolidWorks; Quality Control; AutoCAD; Thermodynamics; MATLAB,"Motivated Mechanical Engineer candidate (2 years experience, B.E., Metropolitan University) proficient in Six Sigma, SolidWorks, Quality Control, AutoCAD, Thermodynamics, MATLAB. Hands-on experience building solutions with AutoCAD and MATLAB. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0598,Health and Fitness,10,Communication; First Aid; Nutrition Planning; Client Assessment; CPR Certified; Program Design,"Motivated Health and Fitness candidate (10 years experience, BCA, Metropolitan University) proficient in Communication, First Aid, Nutrition Planning, Client Assessment, CPR Certified, Program Design. Hands-on experience building solutions with Client Assessment and CPR Certified. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0052,Web Development,5,TypeScript; Git; REST API; HTML; React; JavaScript; CSS; Responsive Design; MongoDB,"Result-driven Web Development professional with 5 years of experience. Skilled in TypeScript, Git, REST API, HTML, React, JavaScript, CSS, Responsive Design, MongoDB. Completed M.Sc from National College. Worked on projects involving React and MongoDB, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0107,Android Development,12,Material Design; REST API; Git; Kotlin; Android SDK,"Motivated Android Development candidate (12 years experience, B.E., State University) proficient in Material Design, REST API, Git, Kotlin, Android SDK. Hands-on experience building solutions with Android SDK and Material Design. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0528,Graphic Designer,4,Illustrator; Figma; Typography; Communication; Branding; InDesign,"Result-driven Graphic Designer professional with 4 years of experience. Skilled in Illustrator, Figma, Typography, Communication, Branding, InDesign. Completed MBA from State University. Worked on projects involving Branding and InDesign, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
