Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00107,Java Developer,Java Developer,"Wright, Garcia and Deleon",Mumbai,Git; Microservices; Java; Hibernate; Multithreading,3-6 years,16-24,"We are looking for a Java Developer to join our growing team. The ideal candidate has hands-on experience with Git, Microservices, Java, Hibernate, Multithreading and can work independently on Java-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Git initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00207,DevOps Engineer,DevOps Engineer,"Alvarez, Joseph and West",Ahmedabad,Jenkins; AWS; Terraform; Shell Scripting,8-11 years,8-13,"Alvarez, Joseph and West is hiring a DevOps Engineer for our Ahmedabad office. You will use Jenkins, AWS, Terraform, Shell Scripting daily and help scale our Jenkins capabilities. We value strong fundamentals in Terraform and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00404,Manufacturing Engineer,Mechanical Engineer,Jones-Hensley,Hyderabad,SolidWorks; Thermodynamics; Six Sigma; Manufacturing; AutoCAD; Quality Control,8-11 years,11-16,"We are looking for a Manufacturing Engineer to join our growing team. The ideal candidate has hands-on experience with SolidWorks, Thermodynamics, Six Sigma, Manufacturing, AutoCAD, Quality Control and can work independently on SolidWorks-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Manufacturing initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00087,Mobile App Developer,Android Development,"Ferrell, Jones and Lewis",Kolkata,Jetpack Compose; SQLite; REST API; Git; Material Design; Java; Kotlin; Firebase,7-10 years,6-16,"Ferrell, Jones and Lewis is hiring a Mobile App Developer for our Kolkata office. You will use Jetpack Compose, SQLite, REST API, Git, Material Design, Java, Kotlin, Firebase daily and help scale our REST API capabilities. We value strong fundamentals in Jetpack Compose and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00194,DevOps Engineer,DevOps Engineer,Reid-Poole,Delhi NCR,Kubernetes; Terraform; Linux; CI/CD; Shell Scripting; Git; Jenkins; Monitoring,8-11 years,7-9,"Reid-Poole is hiring a DevOps Engineer for our Delhi NCR office. You will use Kubernetes, Terraform, Linux, CI/CD, Shell Scripting, Git, Jenkins, Monitoring daily and help scale our Monitoring capabilities. We value strong fundamentals in Linux and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00350,HR Executive,HR,"Smith, Garrison and Thomas",Remote,Communication; Onboarding; Performance Management; HRIS,1-4 years,10-19,"We are looking for a HR Executive to join our growing team. The ideal candidate has hands-on experience with Communication, Onboarding, Performance Management, HRIS and can work independently on HRIS-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Communication initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00358,Business Development Executive,Sales,"Williams, Logan and Camacho",Chennai,Negotiation; Sales Strategy; Excel; CRM; Client Relationship Management; Lead Generation,4-7 years,16-23,"Williams, Logan and Camacho is hiring a Business Development Executive for our Chennai office. You will use Negotiation, Sales Strategy, Excel, CRM, Client Relationship Management, Lead Generation daily and help scale our Negotiation capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00429,Structural Engineer,Civil Engineer,Gilbert PLC,Pune,Cost Estimation; Construction Management; Structural Analysis; AutoCAD,1-4 years,8-17,"Exciting opportunity for a Structural Engineer at Gilbert PLC. Must be proficient in Cost Estimation, Construction Management, Structural Analysis, AutoCAD, with practical exposure to Structural Analysis and Construction Management. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00490,UI/UX Designer,Graphic Designer,Cooper Ltd,Remote,InDesign; Communication; Creativity; Illustrator; Photoshop; Figma; Branding; Typography,5-8 years,15-25,"Exciting opportunity for a UI/UX Designer at Cooper Ltd. Must be proficient in InDesign, Communication, Creativity, Illustrator, Photoshop, Figma, Branding, Typography, with practical exposure to Creativity and Typography. You'll work in an agile environment solving real business problems. 5+ years experience preferred."
JOB00040,Full Stack Developer,Web Development,"Romero, Gonzalez and Brooks",Remote,Node.js; Express.js; Responsive Design; CSS; REST API,3-6 years,6-9,"Romero, Gonzalez and Brooks is hiring a Full Stack Developer for our Remote office. You will use Node.js, Express.js, Responsive Design, CSS, REST API daily and help scale our REST API capabilities. We value strong fundamentals in Node.js and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00361,Sales Executive,Sales,Henry Group,Noida,Lead Generation; Excel; Negotiation; Cold Calling; Communication; Sales Strategy; Client Relationship Management,4-7 years,11-18,"Henry Group is hiring a Sales Executive for our Noida office. You will use Lead Generation, Excel, Negotiation, Cold Calling, Communication, Sales Strategy, Client Relationship Management daily and help scale our Communication capabilities. We value strong fundamentals in Lead Generation and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00074,Android Developer,Android Development,"Stanley, Tucker and Lee",Remote,SQLite; Kotlin; REST API; Material Design; Git,8-11 years,11-16,"Stanley, Tucker and Lee is hiring a Android Developer for our Remote office. You will use SQLite, Kotlin, REST API, Material Design, Git daily and help scale our Material Design capabilities. We value strong fundamentals in SQLite and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00191,Cloud Engineer,DevOps Engineer,Reed Group,Remote,Monitoring; Ansible; Shell Scripting; Terraform; Linux,4-7 years,11-18,"We are looking for a Cloud Engineer to join our growing team. The ideal candidate has hands-on experience with Monitoring, Ansible, Shell Scripting, Terraform, Linux and can work independently on Ansible-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Monitoring initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00465,Graphic Designer,Graphic Designer,"Rosales, Mitchell and Hines",Mumbai,Branding; Creativity; InDesign; Communication; Illustrator; Figma,7-10 years,11-16,"Rosales, Mitchell and Hines is hiring a Graphic Designer for our Mumbai office. You will use Branding, Creativity, InDesign, Communication, Illustrator, Figma daily and help scale our Communication capabilities. We value strong fundamentals in InDesign and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00311,Digital Marketing Executive,Digital Marketing,"Beltran, Lozano and Mcgee",Pune,Email Marketing; Google Analytics; Content Marketing; Marketing Strategy; Excel; Social Media,1-4 years,4-13,"Beltran, Lozano and Mcgee is hiring a Digital Marketing Executive for our Pune office. You will use Email Marketing, Google Analytics, Content Marketing, Marketing Strategy, Excel, Social Media daily and help scale our Social Media capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00478,Graphic Designer,Graphic Designer,"Bentley, Lynch and Henderson",Delhi NCR,Illustrator; Photoshop; Creativity; Typography; Communication; InDesign; Branding; UI/UX,0-3 years,16-21,"We are looking for a Graphic Designer to join our growing team. The ideal candidate has hands-on experience with Illustrator, Photoshop, Creativity, Typography, Communication, InDesign, Branding, UI/UX and can work independently on InDesign-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Communication initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00430,Civil Site Engineer,Civil Engineer,Ford-Spencer,Bengaluru,Revit; Surveying; Structural Analysis; Cost Estimation,5-8 years,9-16,"Ford-Spencer is hiring a Civil Site Engineer for our Bengaluru office. You will use Revit, Surveying, Structural Analysis, Cost Estimation daily and help scale our Surveying capabilities. We value strong fundamentals in Cost Estimation and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00199,DevOps Engineer,DevOps Engineer,Ramirez Group,Chennai,Docker; Git; Linux; Terraform; Shell Scripting,2-5 years,15-24,"Exciting opportunity for a DevOps Engineer at Ramirez Group. Must be proficient in Docker, Git, Linux, Terraform, Shell Scripting, with practical exposure to Git and Docker. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00316,Talent Acquisition Specialist,HR,"Lucas, Parker and Alexander",Mumbai,Payroll; Employee Engagement; Onboarding; HRIS; Excel; Recruitment,7-10 years,16-18,"Exciting opportunity for a Talent Acquisition Specialist at Lucas, Parker and Alexander. Must be proficient in Payroll, Employee Engagement, Onboarding, HRIS, Excel, Recruitment, with practical exposure to Recruitment and Payroll. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00260,Business Analyst,Business Analyst,Dean-Jimenez,Chennai,Agile; Requirements Gathering; Data Visualization; Communication; Power BI; Stakeholder Management; Excel,3-6 years,20-24,"Exciting opportunity for a Business Analyst at Dean-Jimenez. Must be proficient in Agile, Requirements Gathering, Data Visualization, Communication, Power BI, Stakeholder Management, Excel, with practical exposure to Agile and Requirements Gathering. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00256,Product Analyst,Business Analyst,"Johnson, Miller and King",Kolkata,SQL; Tableau; Agile; Requirements Gathering,7-10 years,9-19,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with SQL, Tableau, Agile, Requirements Gathering and can work independently on Requirements Gathering-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Agile initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00011,Data Analyst,Data Science,Blair PLC,Remote,Statistics; Data Visualization; Excel; Pandas; SQL; A/B Testing; Tableau,0-3 years,7-10,"We are looking for a Data Analyst to join our growing team. The ideal candidate has hands-on experience with Statistics, Data Visualization, Excel, Pandas, SQL, A/B Testing, Tableau and can work independently on Excel-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to SQL initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00517,Wellness Coach,Health and Fitness,Reyes-Bradley,Chennai,Nutrition Planning; Program Design; First Aid; Client Assessment; Communication; CPR Certified,4-7 years,11-18,"Exciting opportunity for a Wellness Coach at Reyes-Bradley. Must be proficient in Nutrition Planning, Program Design, First Aid, Client Assessment, Communication, CPR Certified, with practical exposure to First Aid and Communication. You'll work in an agile environment solving real business problems. 4+ years experience preferred."
JOB00521,Wellness Coach,Health and Fitness,Johnson and Sons,Hyderabad,First Aid; CPR Certified; Client Assessment; Program Design; Communication,5-8 years,7-15,"Johnson and Sons is hiring a Wellness Coach for our Hyderabad office. You will use First Aid, CPR Certified, Client Assessment, Program Design, Communication daily and help scale our Communication capabilities. We value strong fundamentals in First Aid and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00269,Product Analyst,Business Analyst,Hicks-Hill,Remote,Tableau; Power BI; Data Visualization; Process Improvement,7-10 years,12-22,"Hicks-Hill is hiring a Product Analyst for our Remote office. You will use Tableau, Power BI, Data Visualization, Process Improvement daily and help scale our Power BI capabilities. We value strong fundamentals in Tableau and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00449,Civil Site Engineer,Civil Engineer,Lee-Cooke,Ahmedabad,Construction Management; Project Management; AutoCAD; Revit; Cost Estimation; Structural Analysis; Surveying,5-8 years,4-10,"We are looking for a Civil Site Engineer to join our growing team. The ideal candidate has hands-on experience with Construction Management, Project Management, AutoCAD, Revit, Cost Estimation, Structural Analysis, Surveying and can work independently on Project Management-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Cost Estimation initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00405,Mechanical Design Engineer,Mechanical Engineer,Graham Group,Pune,Six Sigma; MATLAB; SolidWorks; Project Management; AutoCAD,4-7 years,17-27,"Graham Group is hiring a Mechanical Design Engineer for our Pune office. You will use Six Sigma, MATLAB, SolidWorks, Project Management, AutoCAD daily and help scale our AutoCAD capabilities. We value strong fundamentals in Project Management and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00224,Network Security Engineer,Network Security Engineer,Wilson-Jones,Pune,Penetration Testing; IDS/IPS; Cryptography; Risk Assessment; Vulnerability Assessment; Network Protocols,8-11 years,13-18,"Wilson-Jones is hiring a Network Security Engineer for our Pune office. You will use Penetration Testing, IDS/IPS, Cryptography, Risk Assessment, Vulnerability Assessment, Network Protocols daily and help scale our Cryptography capabilities. We value strong fundamentals in Risk Assessment and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00252,Business Analyst,Business Analyst,"Graham, Olsen and Costa",Delhi NCR,Tableau; SQL; Requirements Gathering; Agile; Communication; Power BI; Data Visualization,1-4 years,11-20,"Graham, Olsen and Costa is hiring a Business Analyst for our Delhi NCR office. You will use Tableau, SQL, Requirements Gathering, Agile, Communication, Power BI, Data Visualization daily and help scale our Requirements Gathering capabilities. We value strong fundamentals in Power BI and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00345,Talent Acquisition Specialist,HR,"Harper, Smith and Buchanan",Mumbai,Conflict Resolution; Performance Management; Onboarding; HRIS; Communication,0-3 years,11-15,"We are looking for a Talent Acquisition Specialist to join our growing team. The ideal candidate has hands-on experience with Conflict Resolution, Performance Management, Onboarding, HRIS, Communication and can work independently on Performance Management-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Onboarding initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00452,Civil Site Engineer,Civil Engineer,Stanley PLC,Mumbai,AutoCAD; Structural Analysis; Project Management; Cost Estimation; Construction Management,3-6 years,14-17,"Exciting opportunity for a Civil Site Engineer at Stanley PLC. Must be proficient in AutoCAD, Structural Analysis, Project Management, Cost Estimation, Construction Management, with practical exposure to AutoCAD and Construction Management. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00106,Senior Java Developer,Java Developer,Nolan and Sons,Hyderabad,SQL; Maven; Microservices; Hibernate; JUnit; Git,6-9 years,18-22,"Nolan and Sons is hiring a Senior Java Developer for our Hyderabad office. You will use SQL, Maven, Microservices, Hibernate, JUnit, Git daily and help scale our Microservices capabilities. We value strong fundamentals in SQL and a collaborative mindset. Minimum 6 years of experience in a similar role."
JOB00140,Backend Java Engineer,Java Developer,Chambers and Sons,Noida,Git; Hibernate; Spring Boot; Maven; Java,0-3 years,8-18,"Chambers and Sons is hiring a Backend Java Engineer for our Noida office. You will use Git, Hibernate, Spring Boot, Maven, Java daily and help scale our Hibernate capabilities. We value strong fundamentals in Java and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00392,Manufacturing Engineer,Mechanical Engineer,Ware and Sons,Delhi NCR,Six Sigma; SolidWorks; MATLAB; Manufacturing; Thermodynamics; AutoCAD; Project Management; Quality Control,1-4 years,7-16,"Ware and Sons is hiring a Manufacturing Engineer for our Delhi NCR office. You will use Six Sigma, SolidWorks, MATLAB, Manufacturing, Thermodynamics, AutoCAD, Project Management, Quality Control daily and help scale our Six Sigma capabilities. We value strong fundamentals in Manufacturing and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00278,Business Analyst,Business Analyst,Gibson-Morris,Chennai,Power BI; SQL; Requirements Gathering; Agile; Stakeholder Management; Data Visualization,7-10 years,16-23,"Gibson-Morris is hiring a Business Analyst for our Chennai office. You will use Power BI, SQL, Requirements Gathering, Agile, Stakeholder Management, Data Visualization daily and help scale our Agile capabilities. We value strong fundamentals in Power BI and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00012,Machine Learning Engineer,Data Science,Dudley Group,Ahmedabad,Tableau; Pandas; Excel; Scikit-learn,2-5 years,18-22,"Dudley Group is hiring a Machine Learning Engineer for our Ahmedabad office. You will use Tableau, Pandas, Excel, Scikit-learn daily and help scale our Excel capabilities. We value strong fundamentals in Pandas and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00195,Cloud Engineer,DevOps Engineer,"Hernandez, Thompson and Boyd",Ahmedabad,Linux; CI/CD; Jenkins; Monitoring; Git; Kubernetes; Ansible,4-7 years,7-9,"Hernandez, Thompson and Boyd is hiring a Cloud Engineer for our Ahmedabad office. You will use Linux, CI/CD, Jenkins, Monitoring, Git, Kubernetes, Ansible daily and help scale our Monitoring capabilities. We value strong fundamentals in Git and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00385,Account Manager,Sales,"Farmer, Dorsey and Bell",Ahmedabad,Negotiation; Client Relationship Management; CRM; Cold Calling; Excel; Communication; Sales Strategy,1-4 years,13-22,"Farmer, Dorsey and Bell is hiring a Account Manager for our Ahmedabad office. You will use Negotiation, Client Relationship Management, CRM, Cold Calling, Excel, Communication, Sales Strategy daily and help scale our CRM capabilities. We value strong fundamentals in Client Relationship Management and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00315,Digital Marketing Executive,Digital Marketing,"Becker, Taylor and Davis",Kolkata,Email Marketing; Excel; Google Analytics; Content Marketing; Social Media,2-5 years,19-21,"Becker, Taylor and Davis is hiring a Digital Marketing Executive for our Kolkata office. You will use Email Marketing, Excel, Google Analytics, Content Marketing, Social Media daily and help scale our Google Analytics capabilities. We value strong fundamentals in Social Media and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00436,Structural Engineer,Civil Engineer,Cox LLC,Bengaluru,Revit; Cost Estimation; Structural Analysis; Construction Management; Surveying; AutoCAD,5-8 years,18-26,"We are looking for a Structural Engineer to join our growing team. The ideal candidate has hands-on experience with Revit, Cost Estimation, Structural Analysis, Construction Management, Surveying, AutoCAD and can work independently on Structural Analysis-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Cost Estimation initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00197,Cloud Engineer,DevOps Engineer,Marshall-Petersen,Delhi NCR,Linux; Kubernetes; CI/CD; Jenkins; Ansible; Monitoring; Terraform,3-6 years,13-15,"Exciting opportunity for a Cloud Engineer at Marshall-Petersen. Must be proficient in Linux, Kubernetes, CI/CD, Jenkins, Ansible, Monitoring, Terraform, with practical exposure to CI/CD and Monitoring. You'll work in an agile environment solving real business problems. 3+ years experience preferred."
JOB00455,Civil Site Engineer,Civil Engineer,"Lamb, Martin and Kim",Hyderabad,Cost Estimation; Structural Analysis; Construction Management; Revit; Surveying; Project Management; AutoCAD,7-10 years,12-16,"We are looking for a Civil Site Engineer to join our growing team. The ideal candidate has hands-on experience with Cost Estimation, Structural Analysis, Construction Management, Revit, Surveying, Project Management, AutoCAD and can work independently on Cost Estimation-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Structural Analysis initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00379,Account Manager,Sales,Moore Group,Remote,Excel; Cold Calling; Client Relationship Management; Lead Generation; Negotiation,7-10 years,11-21,"We are looking for a Account Manager to join our growing team. The ideal candidate has hands-on experience with Excel, Cold Calling, Client Relationship Management, Lead Generation, Negotiation and can work independently on Negotiation-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Cold Calling initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00077,Android Developer,Android Development,"Woods, Calhoun and Schmidt",Delhi NCR,Firebase; Jetpack Compose; REST API; Java; Android SDK; Material Design; SQLite,1-4 years,15-19,"Exciting opportunity for a Android Developer at Woods, Calhoun and Schmidt. Must be proficient in Firebase, Jetpack Compose, REST API, Java, Android SDK, Material Design, SQLite, with practical exposure to Material Design and Firebase. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00227,Cybersecurity Analyst,Network Security Engineer,Miller-Wright,Mumbai,Cryptography; Risk Assessment; Penetration Testing; Network Protocols; Firewalls; IDS/IPS; SIEM,1-4 years,14-16,"Exciting opportunity for a Cybersecurity Analyst at Miller-Wright. Must be proficient in Cryptography, Risk Assessment, Penetration Testing, Network Protocols, Firewalls, IDS/IPS, SIEM, with practical exposure to Risk Assessment and Cryptography. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00228,Cybersecurity Analyst,Network Security Engineer,"Duran, Obrien and Gibbs",Hyderabad,Network Protocols; Risk Assessment; Cryptography; Vulnerability Assessment; SIEM,1-4 years,20-26,"Exciting opportunity for a Cybersecurity Analyst at Duran, Obrien and Gibbs. Must be proficient in Network Protocols, Risk Assessment, Cryptography, Vulnerability Assessment, SIEM, with practical exposure to Network Protocols and Risk Assessment. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00365,Account Manager,Sales,"Phillips, Wagner and Jordan",Noida,Lead Generation; Sales Strategy; Client Relationship Management; Negotiation,7-10 years,17-23,"Exciting opportunity for a Account Manager at Phillips, Wagner and Jordan. Must be proficient in Lead Generation, Sales Strategy, Client Relationship Management, Negotiation, with practical exposure to Sales Strategy and Lead Generation. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00210,Cloud Engineer,DevOps Engineer,"Wood, Tran and Cooper",Hyderabad,Monitoring; Git; Ansible; AWS; CI/CD; Linux,1-4 years,15-24,"Exciting opportunity for a Cloud Engineer at Wood, Tran and Cooper. Must be proficient in Monitoring, Git, Ansible, AWS, CI/CD, Linux, with practical exposure to AWS and Ansible. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00042,Full Stack Developer,Web Development,George Group,Remote,HTML; Responsive Design; Node.js; CSS; REST API; MongoDB; JavaScript,7-10 years,11-20,"Exciting opportunity for a Full Stack Developer at George Group. Must be proficient in HTML, Responsive Design, Node.js, CSS, REST API, MongoDB, JavaScript, with practical exposure to HTML and JavaScript. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00434,Civil Site Engineer,Civil Engineer,"Miller, Lucas and Williams",Noida,AutoCAD; Surveying; Cost Estimation; Construction Management; Project Management; Revit; Structural Analysis,0-3 years,16-22,"Miller, Lucas and Williams is hiring a Civil Site Engineer for our Noida office. You will use AutoCAD, Surveying, Cost Estimation, Construction Management, Project Management, Revit, Structural Analysis daily and help scale our AutoCAD capabilities. We value strong fundamentals in Revit and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00052,Full Stack Developer,Web Development,Walker LLC,Remote,React; Git; Responsive Design; CSS; HTML; MongoDB,5-8 years,10-12,"Walker LLC is hiring a Full Stack Developer for our Remote office. You will use React, Git, Responsive Design, CSS, HTML, MongoDB daily and help scale our Git capabilities. We value strong fundamentals in MongoDB and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00119,Backend Java Engineer,Java Developer,May-Ross,Hyderabad,Maven; Microservices; Java; Spring Boot,4-7 years,10-18,"We are looking for a Backend Java Engineer to join our growing team. The ideal candidate has hands-on experience with Maven, Microservices, Java, Spring Boot and can work independently on Maven-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Java initiatives, and driving continuous improvement. 4+ years of relevant experience required."
JOB00110,Java Developer,Java Developer,Johnson-Doyle,Kolkata,Multithreading; Java; Microservices; SQL; Hibernate; Git; Maven,1-4 years,20-24,"Exciting opportunity for a Java Developer at Johnson-Doyle. Must be proficient in Multithreading, Java, Microservices, SQL, Hibernate, Git, Maven, with practical exposure to Hibernate and Java. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00229,Cybersecurity Analyst,Network Security Engineer,Rowe Group,Delhi NCR,Risk Assessment; Firewalls; Penetration Testing; Network Protocols; Linux; SIEM; Python,0-3 years,5-9,"Rowe Group is hiring a Cybersecurity Analyst for our Delhi NCR office. You will use Risk Assessment, Firewalls, Penetration Testing, Network Protocols, Linux, SIEM, Python daily and help scale our Penetration Testing capabilities. We value strong fundamentals in Firewalls and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00198,Site Reliability Engineer,DevOps Engineer,"Adams, Christian and Rivas",Hyderabad,AWS; Ansible; Git; Jenkins,3-6 years,14-23,"We are looking for a Site Reliability Engineer to join our growing team. The ideal candidate has hands-on experience with AWS, Ansible, Git, Jenkins and can work independently on AWS-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Jenkins initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00435,Civil Site Engineer,Civil Engineer,"Kim, Gonzales and Mills",Remote,Construction Management; Revit; Structural Analysis; Cost Estimation; Project Management; Surveying; AutoCAD,7-10 years,11-15,"Kim, Gonzales and Mills is hiring a Civil Site Engineer for our Remote office. You will use Construction Management, Revit, Structural Analysis, Cost Estimation, Project Management, Surveying, AutoCAD daily and help scale our Cost Estimation capabilities. We value strong fundamentals in Project Management and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00308,SEO Specialist,Digital Marketing,Armstrong-Andrews,Kolkata,Communication; Social Media; Email Marketing; PPC; Content Marketing; Copywriting; Excel,7-10 years,7-15,"Exciting opportunity for a SEO Specialist at Armstrong-Andrews. Must be proficient in Communication, Social Media, Email Marketing, PPC, Content Marketing, Copywriting, Excel, with practical exposure to Communication and Social Media. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00441,Structural Engineer,Civil Engineer,"Marks, Cook and Aguilar",Delhi NCR,Revit; Construction Management; Surveying; Structural Analysis; AutoCAD,6-9 years,14-24,"Marks, Cook and Aguilar is hiring a Structural Engineer for our Delhi NCR office. You will use Revit, Construction Management, Surveying, Structural Analysis, AutoCAD daily and help scale our Construction Management capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 6 years of experience in a similar role."
JOB00297,SEO Specialist,Digital Marketing,Howard-Jordan,Mumbai,Copywriting; Content Marketing; Marketing Strategy; Excel,2-5 years,5-12,"Howard-Jordan is hiring a SEO Specialist for our Mumbai office. You will use Copywriting, Content Marketing, Marketing Strategy, Excel daily and help scale our Copywriting capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00223,Network Security Engineer,Network Security Engineer,Sheppard LLC,Mumbai,Cryptography; Risk Assessment; Penetration Testing; Firewalls; Network Protocols,4-7 years,4-8,"Sheppard LLC is hiring a Network Security Engineer for our Mumbai office. You will use Cryptography, Risk Assessment, Penetration Testing, Firewalls, Network Protocols daily and help scale our Cryptography capabilities. We value strong fundamentals in Firewalls and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00158,Python Developer,Python Developer,"Miller, Hernandez and Reyes",Kolkata,Django; REST API; Pandas; Python; Flask,7-10 years,6-14,"We are looking for a Python Developer to join our growing team. The ideal candidate has hands-on experience with Django, REST API, Pandas, Python, Flask and can work independently on Pandas-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00344,HR Generalist,HR,Davis-Lewis,Noida,Conflict Resolution; Payroll; HRIS; Excel; Onboarding; Employee Engagement,2-5 years,16-25,"Davis-Lewis is hiring a HR Generalist for our Noida office. You will use Conflict Resolution, Payroll, HRIS, Excel, Onboarding, Employee Engagement daily and help scale our HRIS capabilities. We value strong fundamentals in Onboarding and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00123,Backend Java Engineer,Java Developer,Chandler-Edwards,Noida,SQL; Multithreading; Spring Boot; Java,5-8 years,12-16,"Exciting opportunity for a Backend Java Engineer at Chandler-Edwards. Must be proficient in SQL, Multithreading, Spring Boot, Java, with practical exposure to Spring Boot and SQL. You'll work in an agile environment solving real business problems. 5+ years experience preferred."
JOB00002,Data Analyst,Data Science,Doyle Ltd,Pune,Machine Learning; Data Visualization; Tableau; Scikit-learn,0-3 years,20-29,"Doyle Ltd is hiring a Data Analyst for our Pune office. You will use Machine Learning, Data Visualization, Tableau, Scikit-learn daily and help scale our Scikit-learn capabilities. We value strong fundamentals in Machine Learning and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00055,Frontend Developer,Web Development,Jones Inc,Pune,MongoDB; CSS; React; HTML,2-5 years,10-15,"Exciting opportunity for a Frontend Developer at Jones Inc. Must be proficient in MongoDB, CSS, React, HTML, with practical exposure to MongoDB and HTML. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00144,Python Developer,Python Developer,"Lee, Horton and Snyder",Mumbai,Python; Git; Pandas; Django; Flask,1-4 years,11-17,"We are looking for a Python Developer to join our growing team. The ideal candidate has hands-on experience with Python, Git, Pandas, Django, Flask and can work independently on Pandas-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Flask initiatives, and driving continuous improvement. 1+ years of relevant experience required."
