Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description,parsed_skills,skills_joined,min_exp,max_exp,avg_exp,min_salary_lpa,max_salary_lpa,avg_salary_lpa,clean_description,composite_text,cluster
JOB00284,SEO Specialist,Digital Marketing,"Sanford, Rivera and Garcia",Ahmedabad,Email Marketing; Google Analytics; Excel; Content Marketing,4-7 years,9-13,"Exciting opportunity for a SEO Specialist at Sanford, Rivera and Garcia. Must be proficient in Email Marketing, Google Analytics, Excel, Content Marketing, with practical exposure to Excel and Content Marketing. You'll work in an agile environment solving real business problems. 4+ years experience preferred.","['Email Marketing', 'Google Analytics', 'Excel', 'Content Marketing']",Email Marketing Google Analytics Excel Content Marketing,4.0,7.0,5.5,9.0,13.0,11.0,"exciting opportunity for a seo specialist at sanford, rivera and garcia. must be proficient in email marketing, google analytics, excel, content marketing, with practical exposure to excel and content marketing. you'll work in an agile environment solving real business problems. 4+ years experience preferred.","SEO Specialist exciting opportunity for a seo specialist at sanford, rivera and garcia. must be proficient in email marketing, google analytics, excel, content marketing, with practical exposure to excel and content marketing. you'll work in an agile environment solving real business problems. 4+ years experience preferred. Email Marketing Google Analytics Excel Content Marketing",6
JOB00357,Sales Executive,Sales,Hayes and Sons,Kolkata,Cold Calling; Lead Generation; Communication; Client Relationship Management; Excel; CRM,0-3 years,8-17,"Exciting opportunity for a Sales Executive at Hayes and Sons. Must be proficient in Cold Calling, Lead Generation, Communication, Client Relationship Management, Excel, CRM, with practical exposure to Client Relationship Management and Communication. You'll work in an agile environment solving real business problems. 0+ years experience preferred.","['Cold Calling', 'Lead Generation', 'Communication', 'Client Relationship Management', 'Excel', 'CRM']",Cold Calling Lead Generation Communication Client Relationship Management Excel CRM,0.0,3.0,1.5,8.0,17.0,12.5,"exciting opportunity for a sales executive at hayes and sons. must be proficient in cold calling, lead generation, communication, client relationship management, excel, crm, with practical exposure to client relationship management and communication. you'll work in an agile environment solving real business problems. 0+ years experience preferred.","Sales Executive exciting opportunity for a sales executive at hayes and sons. must be proficient in cold calling, lead generation, communication, client relationship management, excel, crm, with practical exposure to client relationship management and communication. you'll work in an agile environment solving real business problems. 0+ years experience preferred. Cold Calling Lead Generation Communication Client Relationship Management Excel CRM",3
JOB00464,UI/UX Designer,Graphic Designer,Spencer-Garcia,Chennai,InDesign; Communication; Photoshop; Figma; Illustrator,5-8 years,8-18,"Exciting opportunity for a UI/UX Designer at Spencer-Garcia. Must be proficient in InDesign, Communication, Photoshop, Figma, Illustrator, with practical exposure to Illustrator and InDesign. You'll work in an agile environment solving real business problems. 5+ years experience preferred.","['InDesign', 'Communication', 'Photoshop', 'Figma', 'Illustrator']",InDesign Communication Photoshop Figma Illustrator,5.0,8.0,6.5,8.0,18.0,13.0,"exciting opportunity for a ui/ux designer at spencer-garcia. must be proficient in indesign, communication, photoshop, figma, illustrator, with practical exposure to illustrator and indesign. you'll work in an agile environment solving real business problems. 5+ years experience preferred.","UI/UX Designer exciting opportunity for a ui/ux designer at spencer-garcia. must be proficient in indesign, communication, photoshop, figma, illustrator, with practical exposure to illustrator and indesign. you'll work in an agile environment solving real business problems. 5+ years experience preferred. InDesign Communication Photoshop Figma Illustrator",0
JOB00048,Frontend Developer,Web Development,"Martin, Rose and Obrien",Hyderabad,React; Responsive Design; CSS; REST API,5-8 years,4-12,"Martin, Rose and Obrien is hiring a Frontend Developer for our Hyderabad office. You will use React, Responsive Design, CSS, REST API daily and help scale our REST API capabilities. We value strong fundamentals in CSS and a collaborative mindset. Minimum 5 years of experience in a similar role.","['React', 'Responsive Design', 'CSS', 'REST API']",React Responsive Design CSS REST API,5.0,8.0,6.5,4.0,12.0,8.0,"martin, rose and obrien is hiring a frontend developer for our hyderabad office. you will use react, responsive design, css, rest api daily and help scale our rest api capabilities. we value strong fundamentals in css and a collaborative mindset. minimum 5 years of experience in a similar role.","Frontend Developer martin, rose and obrien is hiring a frontend developer for our hyderabad office. you will use react, responsive design, css, rest api daily and help scale our rest api capabilities. we value strong fundamentals in css and a collaborative mindset. minimum 5 years of experience in a similar role. React Responsive Design CSS REST API",2
JOB00082,Mobile App Developer,Android Development,Sandoval-Cunningham,Pune,SQLite; Git; Material Design; Firebase; Java; REST API; Android SDK,4-7 years,5-11,"Sandoval-Cunningham is hiring a Mobile App Developer for our Pune office. You will use SQLite, Git, Material Design, Firebase, Java, REST API, Android SDK daily and help scale our SQLite capabilities. We value strong fundamentals in Git and a collaborative mindset. Minimum 4 years of experience in a similar role.","['SQLite', 'Git', 'Material Design', 'Firebase', 'Java', 'REST API', 'Android SDK']",SQLite Git Material Design Firebase Java REST API Android SDK,4.0,7.0,5.5,5.0,11.0,8.0,"sandoval-cunningham is hiring a mobile app developer for our pune office. you will use sqlite, git, material design, firebase, java, rest api, android sdk daily and help scale our sqlite capabilities. we value strong fundamentals in git and a collaborative mindset. minimum 4 years of experience in a similar role.","Mobile App Developer sandoval-cunningham is hiring a mobile app developer for our pune office. you will use sqlite, git, material design, firebase, java, rest api, android sdk daily and help scale our sqlite capabilities. we value strong fundamentals in git and a collaborative mindset. minimum 4 years of experience in a similar role. SQLite Git Material Design Firebase Java REST API Android SDK",4
JOB00363,Account Manager,Sales,"Hernandez, Martinez and Weber",Mumbai,Excel; Lead Generation; CRM; Sales Strategy; Client Relationship Management; Communication; Negotiation,2-5 years,19-21,"Hernandez, Martinez and Weber is hiring a Account Manager for our Mumbai office. You will use Excel, Lead Generation, CRM, Sales Strategy, Client Relationship Management, Communication, Negotiation daily and help scale our Sales Strategy capabilities. We value strong fundamentals in Negotiation and a collaborative mindset. Minimum 2 years of experience in a similar role.","['Excel', 'Lead Generation', 'CRM', 'Sales Strategy', 'Client Relationship Management', 'Communication', 'Negotiation']",Excel Lead Generation CRM Sales Strategy Client Relationship Management Communication Negotiation,2.0,5.0,3.5,19.0,21.0,20.0,"hernandez, martinez and weber is hiring a account manager for our mumbai office. you will use excel, lead generation, crm, sales strategy, client relationship management, communication, negotiation daily and help scale our sales strategy capabilities. we value strong fundamentals in negotiation and a collaborative mindset. minimum 2 years of experience in a similar role.","Account Manager hernandez, martinez and weber is hiring a account manager for our mumbai office. you will use excel, lead generation, crm, sales strategy, client relationship management, communication, negotiation daily and help scale our sales strategy capabilities. we value strong fundamentals in negotiation and a collaborative mindset. minimum 2 years of experience in a similar role. Excel Lead Generation CRM Sales Strategy Client Relationship Management Communication Negotiation",3
JOB00047,Web Developer,Web Development,Anderson Group,Delhi NCR,HTML; Git; Express.js; CSS; TypeScript,5-8 years,16-24,"Exciting opportunity for a Web Developer at Anderson Group. Must be proficient in HTML, Git, Express.js, CSS, TypeScript, with practical exposure to Git and TypeScript. You'll work in an agile environment solving real business problems. 5+ years experience preferred.","['HTML', 'Git', 'Express.js', 'CSS', 'TypeScript']",HTML Git Express.js CSS TypeScript,5.0,8.0,6.5,16.0,24.0,20.0,"exciting opportunity for a web developer at anderson group. must be proficient in html, git, express.js, css, typescript, with practical exposure to git and typescript. you'll work in an agile environment solving real business problems. 5+ years experience preferred.","Web Developer exciting opportunity for a web developer at anderson group. must be proficient in html, git, express.js, css, typescript, with practical exposure to git and typescript. you'll work in an agile environment solving real business problems. 5+ years experience preferred. HTML Git Express.js CSS TypeScript",2
JOB00395,Manufacturing Engineer,Mechanical Engineer,"Ramos, Nelson and Fischer",Pune,SolidWorks; MATLAB; Manufacturing; Six Sigma,7-10 years,19-29,"Exciting opportunity for a Manufacturing Engineer at Ramos, Nelson and Fischer. Must be proficient in SolidWorks, MATLAB, Manufacturing, Six Sigma, with practical exposure to Manufacturing and SolidWorks. You'll work in an agile environment solving real business problems. 7+ years experience preferred.","['SolidWorks', 'MATLAB', 'Manufacturing', 'Six Sigma']",SolidWorks MATLAB Manufacturing Six Sigma,7.0,10.0,8.5,19.0,29.0,24.0,"exciting opportunity for a manufacturing engineer at ramos, nelson and fischer. must be proficient in solidworks, matlab, manufacturing, six sigma, with practical exposure to manufacturing and solidworks. you'll work in an agile environment solving real business problems. 7+ years experience preferred.","Manufacturing Engineer exciting opportunity for a manufacturing engineer at ramos, nelson and fischer. must be proficient in solidworks, matlab, manufacturing, six sigma, with practical exposure to manufacturing and solidworks. you'll work in an agile environment solving real business problems. 7+ years experience preferred. SolidWorks MATLAB Manufacturing Six Sigma",8
JOB00025,Data Scientist,Data Science,"Walter, Edwards and Rios",Delhi NCR,NumPy; Pandas; Machine Learning; Data Visualization,8-11 years,14-22,"Exciting opportunity for a Data Scientist at Walter, Edwards and Rios. Must be proficient in NumPy, Pandas, Machine Learning, Data Visualization, with practical exposure to NumPy and Pandas. You'll work in an agile environment solving real business problems. 8+ years experience preferred.","['NumPy', 'Pandas', 'Machine Learning', 'Data Visualization']",NumPy Pandas Machine Learning Data Visualization,8.0,11.0,9.5,14.0,22.0,18.0,"exciting opportunity for a data scientist at walter, edwards and rios. must be proficient in numpy, pandas, machine learning, data visualization, with practical exposure to numpy and pandas. you'll work in an agile environment solving real business problems. 8+ years experience preferred.","Data Scientist exciting opportunity for a data scientist at walter, edwards and rios. must be proficient in numpy, pandas, machine learning, data visualization, with practical exposure to numpy and pandas. you'll work in an agile environment solving real business problems. 8+ years experience preferred. NumPy Pandas Machine Learning Data Visualization",13
JOB00187,DevOps Engineer,DevOps Engineer,Sanders-Espinoza,Chennai,Docker; Jenkins; Shell Scripting; Kubernetes,0-3 years,16-22,"Exciting opportunity for a DevOps Engineer at Sanders-Espinoza. Must be proficient in Docker, Jenkins, Shell Scripting, Kubernetes, with practical exposure to Shell Scripting and Jenkins. You'll work in an agile environment solving real business problems. 0+ years experience preferred.","['Docker', 'Jenkins', 'Shell Scripting', 'Kubernetes']",Docker Jenkins Shell Scripting Kubernetes,0.0,3.0,1.5,16.0,22.0,19.0,"exciting opportunity for a devops engineer at sanders-espinoza. must be proficient in docker, jenkins, shell scripting, kubernetes, with practical exposure to shell scripting and jenkins. you'll work in an agile environment solving real business problems. 0+ years experience preferred.","DevOps Engineer exciting opportunity for a devops engineer at sanders-espinoza. must be proficient in docker, jenkins, shell scripting, kubernetes, with practical exposure to shell scripting and jenkins. you'll work in an agile environment solving real business problems. 0+ years experience preferred. Docker Jenkins Shell Scripting Kubernetes",10
JOB00406,Manufacturing Engineer,Mechanical Engineer,Atkins PLC,Chennai,Manufacturing; Six Sigma; SolidWorks; Quality Control; Project Management; Thermodynamics; MATLAB; AutoCAD,5-8 years,14-24,"We are looking for a Manufacturing Engineer to join our growing team. The ideal candidate has hands-on experience with Manufacturing, Six Sigma, SolidWorks, Quality Control, Project Management, Thermodynamics, MATLAB, AutoCAD and can work independently on Thermodynamics-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to SolidWorks initiatives, and driving continuous improvement. 5+ years of relevant experience required.","['Manufacturing', 'Six Sigma', 'SolidWorks', 'Quality Control', 'Project Management', 'Thermodynamics', 'MATLAB', 'AutoCAD']",Manufacturing Six Sigma SolidWorks Quality Control Project Management Thermodynamics MATLAB AutoCAD,5.0,8.0,6.5,14.0,24.0,19.0,"we are looking for a manufacturing engineer to join our growing team. the ideal candidate has hands-on experience with manufacturing, six sigma, solidworks, quality control, project management, thermodynamics, matlab, autocad and can work independently on thermodynamics-driven projects. responsibilities include collaborating with cross-functional teams, contributing to solidworks initiatives, and driving continuous improvement. 5+ years of relevant experience required.","Manufacturing Engineer we are looking for a manufacturing engineer to join our growing team. the ideal candidate has hands-on experience with manufacturing, six sigma, solidworks, quality control, project management, thermodynamics, matlab, autocad and can work independently on thermodynamics-driven projects. responsibilities include collaborating with cross-functional teams, contributing to solidworks initiatives, and driving continuous improvement. 5+ years of relevant experience required. Manufacturing Six Sigma SolidWorks Quality Control Project Management Thermodynamics MATLAB AutoCAD",8
JOB00019,Machine Learning Engineer,Data Science,"Adams, Zuniga and Wong",Hyderabad,Scikit-learn; NumPy; Excel; Python; A/B Testing; Statistics; Data Visualization; TensorFlow,0-3 years,13-22,"We are looking for a Machine Learning Engineer to join our growing team. The ideal candidate has hands-on experience with Scikit-learn, NumPy, Excel, Python, A/B Testing, Statistics, Data Visualization, TensorFlow and can work independently on NumPy-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 0+ years of relevant experience required.","['Scikit-learn', 'NumPy', 'Excel', 'Python', 'A/B Testing', 'Statistics', 'Data Visualization', 'TensorFlow']",Scikit-learn NumPy Excel Python A/B Testing Statistics Data Visualization TensorFlow,0.0,3.0,1.5,13.0,22.0,17.5,"we are looking for a machine learning engineer to join our growing team. the ideal candidate has hands-on experience with scikit-learn, numpy, excel, python, a/b testing, statistics, data visualization, tensorflow and can work independently on numpy-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 0+ years of relevant experience required.","Machine Learning Engineer we are looking for a machine learning engineer to join our growing team. the ideal candidate has hands-on experience with scikit-learn, numpy, excel, python, a/b testing, statistics, data visualization, tensorflow and can work independently on numpy-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 0+ years of relevant experience required. Scikit-learn NumPy Excel Python A/B Testing Statistics Data Visualization TensorFlow",13
JOB00101,Mobile App Developer,Android Development,Figueroa PLC,Ahmedabad,Jetpack Compose; Firebase; Java; Git,6-9 years,20-22,"Exciting opportunity for a Mobile App Developer at Figueroa PLC. Must be proficient in Jetpack Compose, Firebase, Java, Git, with practical exposure to Firebase and Java. You'll work in an agile environment solving real business problems. 6+ years experience preferred.","['Jetpack Compose', 'Firebase', 'Java', 'Git']",Jetpack Compose Firebase Java Git,6.0,9.0,7.5,20.0,22.0,21.0,"exciting opportunity for a mobile app developer at figueroa plc. must be proficient in jetpack compose, firebase, java, git, with practical exposure to firebase and java. you'll work in an agile environment solving real business problems. 6+ years experience preferred.","Mobile App Developer exciting opportunity for a mobile app developer at figueroa plc. must be proficient in jetpack compose, firebase, java, git, with practical exposure to firebase and java. you'll work in an agile environment solving real business problems. 6+ years experience preferred. Jetpack Compose Firebase Java Git",4
JOB00272,Product Analyst,Business Analyst,"Suarez, Shields and Hill",Delhi NCR,Communication; Tableau; Data Visualization; Stakeholder Management; Power BI; Excel; Process Improvement; SQL,1-4 years,20-25,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Communication, Tableau, Data Visualization, Stakeholder Management, Power BI, Excel, Process Improvement, SQL and can work independently on Tableau-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 1+ years of relevant experience required.","['Communication', 'Tableau', 'Data Visualization', 'Stakeholder Management', 'Power BI', 'Excel', 'Process Improvement', 'SQL']",Communication Tableau Data Visualization Stakeholder Management Power BI Excel Process Improvement SQL,1.0,4.0,2.5,20.0,25.0,22.5,"we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with communication, tableau, data visualization, stakeholder management, power bi, excel, process improvement, sql and can work independently on tableau-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 1+ years of relevant experience required.","Product Analyst we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with communication, tableau, data visualization, stakeholder management, power bi, excel, process improvement, sql and can work independently on tableau-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 1+ years of relevant experience required. Communication Tableau Data Visualization Stakeholder Management Power BI Excel Process Improvement SQL",9
JOB00307,Digital Marketing Executive,Digital Marketing,Castaneda-Rodriguez,Ahmedabad,Content Marketing; PPC; Email Marketing; Google Analytics,7-10 years,18-26,"Exciting opportunity for a Digital Marketing Executive at Castaneda-Rodriguez. Must be proficient in Content Marketing, PPC, Email Marketing, Google Analytics, with practical exposure to Content Marketing and PPC. You'll work in an agile environment solving real business problems. 7+ years experience preferred.","['Content Marketing', 'PPC', 'Email Marketing', 'Google Analytics']",Content Marketing PPC Email Marketing Google Analytics,7.0,10.0,8.5,18.0,26.0,22.0,"exciting opportunity for a digital marketing executive at castaneda-rodriguez. must be proficient in content marketing, ppc, email marketing, google analytics, with practical exposure to content marketing and ppc. you'll work in an agile environment solving real business problems. 7+ years experience preferred.","Digital Marketing Executive exciting opportunity for a digital marketing executive at castaneda-rodriguez. must be proficient in content marketing, ppc, email marketing, google analytics, with practical exposure to content marketing and ppc. you'll work in an agile environment solving real business problems. 7+ years experience preferred. Content Marketing PPC Email Marketing Google Analytics",6
JOB00265,Product Analyst,Business Analyst,Tran Inc,Remote,Requirements Gathering; Stakeholder Management; Agile; SQL; Communication,2-5 years,6-16,"Exciting opportunity for a Product Analyst at Tran Inc. Must be proficient in Requirements Gathering, Stakeholder Management, Agile, SQL, Communication, with practical exposure to Stakeholder Management and Communication. You'll work in an agile environment solving real business problems. 2+ years experience preferred.","['Requirements Gathering', 'Stakeholder Management', 'Agile', 'SQL', 'Communication']",Requirements Gathering Stakeholder Management Agile SQL Communication,2.0,5.0,3.5,6.0,16.0,11.0,"exciting opportunity for a product analyst at tran inc. must be proficient in requirements gathering, stakeholder management, agile, sql, communication, with practical exposure to stakeholder management and communication. you'll work in an agile environment solving real business problems. 2+ years experience preferred.","Product Analyst exciting opportunity for a product analyst at tran inc. must be proficient in requirements gathering, stakeholder management, agile, sql, communication, with practical exposure to stakeholder management and communication. you'll work in an agile environment solving real business problems. 2+ years experience preferred. Requirements Gathering Stakeholder Management Agile SQL Communication",9
JOB00417,Mechanical Design Engineer,Mechanical Engineer,"Mullen, Brewer and Hernandez",Pune,SolidWorks; Thermodynamics; MATLAB; Six Sigma; Quality Control; AutoCAD,7-10 years,16-25,"Mullen, Brewer and Hernandez is hiring a Mechanical Design Engineer for our Pune office. You will use SolidWorks, Thermodynamics, MATLAB, Six Sigma, Quality Control, AutoCAD daily and help scale our Quality Control capabilities. We value strong fundamentals in MATLAB and a collaborative mindset. Minimum 7 years of experience in a similar role.","['SolidWorks', 'Thermodynamics', 'MATLAB', 'Six Sigma', 'Quality Control', 'AutoCAD']",SolidWorks Thermodynamics MATLAB Six Sigma Quality Control AutoCAD,7.0,10.0,8.5,16.0,25.0,20.5,"mullen, brewer and hernandez is hiring a mechanical design engineer for our pune office. you will use solidworks, thermodynamics, matlab, six sigma, quality control, autocad daily and help scale our quality control capabilities. we value strong fundamentals in matlab and a collaborative mindset. minimum 7 years of experience in a similar role.","Mechanical Design Engineer mullen, brewer and hernandez is hiring a mechanical design engineer for our pune office. you will use solidworks, thermodynamics, matlab, six sigma, quality control, autocad daily and help scale our quality control capabilities. we value strong fundamentals in matlab and a collaborative mindset. minimum 7 years of experience in a similar role. SolidWorks Thermodynamics MATLAB Six Sigma Quality Control AutoCAD",8
JOB00300,Marketing Analyst,Digital Marketing,Harvey-Allen,Chennai,Copywriting; Social Media; Excel; Google Analytics; PPC; SEO,4-7 years,18-21,"Harvey-Allen is hiring a Marketing Analyst for our Chennai office. You will use Copywriting, Social Media, Excel, Google Analytics, PPC, SEO daily and help scale our Excel capabilities. We value strong fundamentals in Copywriting and a collaborative mindset. Minimum 4 years of experience in a similar role.","['Copywriting', 'Social Media', 'Excel', 'Google Analytics', 'PPC', 'SEO']",Copywriting Social Media Excel Google Analytics PPC SEO,4.0,7.0,5.5,18.0,21.0,19.5,"harvey-allen is hiring a marketing analyst for our chennai office. you will use copywriting, social media, excel, google analytics, ppc, seo daily and help scale our excel capabilities. we value strong fundamentals in copywriting and a collaborative mindset. minimum 4 years of experience in a similar role.","Marketing Analyst harvey-allen is hiring a marketing analyst for our chennai office. you will use copywriting, social media, excel, google analytics, ppc, seo daily and help scale our excel capabilities. we value strong fundamentals in copywriting and a collaborative mindset. minimum 4 years of experience in a similar role. Copywriting Social Media Excel Google Analytics PPC SEO",6
JOB00500,Wellness Coach,Health and Fitness,Kelly-Norman,Bengaluru,First Aid; Program Design; Communication; Client Assessment,7-10 years,19-25,"We are looking for a Wellness Coach to join our growing team. The ideal candidate has hands-on experience with First Aid, Program Design, Communication, Client Assessment and can work independently on First Aid-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Program Design initiatives, and driving continuous improvement. 7+ years of relevant experience required.","['First Aid', 'Program Design', 'Communication', 'Client Assessment']",First Aid Program Design Communication Client Assessment,7.0,10.0,8.5,19.0,25.0,22.0,"we are looking for a wellness coach to join our growing team. the ideal candidate has hands-on experience with first aid, program design, communication, client assessment and can work independently on first aid-driven projects. responsibilities include collaborating with cross-functional teams, contributing to program design initiatives, and driving continuous improvement. 7+ years of relevant experience required.","Wellness Coach we are looking for a wellness coach to join our growing team. the ideal candidate has hands-on experience with first aid, program design, communication, client assessment and can work independently on first aid-driven projects. responsibilities include collaborating with cross-functional teams, contributing to program design initiatives, and driving continuous improvement. 7+ years of relevant experience required. First Aid Program Design Communication Client Assessment",5
JOB00437,Structural Engineer,Civil Engineer,Ortiz-Morgan,Kolkata,Construction Management; Structural Analysis; Project Management; Revit; Cost Estimation,6-9 years,18-25,"Ortiz-Morgan is hiring a Structural Engineer for our Kolkata office. You will use Construction Management, Structural Analysis, Project Management, Revit, Cost Estimation daily and help scale our Revit capabilities. We value strong fundamentals in Cost Estimation and a collaborative mindset. Minimum 6 years of experience in a similar role.","['Construction Management', 'Structural Analysis', 'Project Management', 'Revit', 'Cost Estimation']",Construction Management Structural Analysis Project Management Revit Cost Estimation,6.0,9.0,7.5,18.0,25.0,21.5,"ortiz-morgan is hiring a structural engineer for our kolkata office. you will use construction management, structural analysis, project management, revit, cost estimation daily and help scale our revit capabilities. we value strong fundamentals in cost estimation and a collaborative mindset. minimum 6 years of experience in a similar role.","Structural Engineer ortiz-morgan is hiring a structural engineer for our kolkata office. you will use construction management, structural analysis, project management, revit, cost estimation daily and help scale our revit capabilities. we value strong fundamentals in cost estimation and a collaborative mindset. minimum 6 years of experience in a similar role. Construction Management Structural Analysis Project Management Revit Cost Estimation",11
JOB00081,Mobile App Developer,Android Development,"Sanchez, Wheeler and Harvey",Remote,Android SDK; Firebase; MVVM; Git; Material Design; Java,2-5 years,16-23,"We are looking for a Mobile App Developer to join our growing team. The ideal candidate has hands-on experience with Android SDK, Firebase, MVVM, Git, Material Design, Java and can work independently on MVVM-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Firebase initiatives, and driving continuous improvement. 2+ years of relevant experience required.","['Android SDK', 'Firebase', 'MVVM', 'Git', 'Material Design', 'Java']",Android SDK Firebase MVVM Git Material Design Java,2.0,5.0,3.5,16.0,23.0,19.5,"we are looking for a mobile app developer to join our growing team. the ideal candidate has hands-on experience with android sdk, firebase, mvvm, git, material design, java and can work independently on mvvm-driven projects. responsibilities include collaborating with cross-functional teams, contributing to firebase initiatives, and driving continuous improvement. 2+ years of relevant experience required.","Mobile App Developer we are looking for a mobile app developer to join our growing team. the ideal candidate has hands-on experience with android sdk, firebase, mvvm, git, material design, java and can work independently on mvvm-driven projects. responsibilities include collaborating with cross-functional teams, contributing to firebase initiatives, and driving continuous improvement. 2+ years of relevant experience required. Android SDK Firebase MVVM Git Material Design Java",4
JOB00246,Business Analyst,Business Analyst,Navarro-Munoz,Bengaluru,Excel; Data Visualization; Agile; Stakeholder Management,5-8 years,12-14,"Navarro-Munoz is hiring a Business Analyst for our Bengaluru office. You will use Excel, Data Visualization, Agile, Stakeholder Management daily and help scale our Excel capabilities. We value strong fundamentals in Agile and a collaborative mindset. Minimum 5 years of experience in a similar role.","['Excel', 'Data Visualization', 'Agile', 'Stakeholder Management']",Excel Data Visualization Agile Stakeholder Management,5.0,8.0,6.5,12.0,14.0,13.0,"navarro-munoz is hiring a business analyst for our bengaluru office. you will use excel, data visualization, agile, stakeholder management daily and help scale our excel capabilities. we value strong fundamentals in agile and a collaborative mindset. minimum 5 years of experience in a similar role.","Business Analyst navarro-munoz is hiring a business analyst for our bengaluru office. you will use excel, data visualization, agile, stakeholder management daily and help scale our excel capabilities. we value strong fundamentals in agile and a collaborative mindset. minimum 5 years of experience in a similar role. Excel Data Visualization Agile Stakeholder Management",9
JOB00134,Java Developer,Java Developer,"Carroll, Sullivan and Bass",Bengaluru,REST API; Git; Spring Boot; Hibernate; SQL; Microservices; Multithreading; JUnit,1-4 years,16-25,"We are looking for a Java Developer to join our growing team. The ideal candidate has hands-on experience with REST API, Git, Spring Boot, Hibernate, SQL, Microservices, Multithreading, JUnit and can work independently on Spring Boot-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to JUnit initiatives, and driving continuous improvement. 1+ years of relevant experience required.","['REST API', 'Git', 'Spring Boot', 'Hibernate', 'SQL', 'Microservices', 'Multithreading', 'JUnit']",REST API Git Spring Boot Hibernate SQL Microservices Multithreading JUnit,1.0,4.0,2.5,16.0,25.0,20.5,"we are looking for a java developer to join our growing team. the ideal candidate has hands-on experience with rest api, git, spring boot, hibernate, sql, microservices, multithreading, junit and can work independently on spring boot-driven projects. responsibilities include collaborating with cross-functional teams, contributing to junit initiatives, and driving continuous improvement. 1+ years of relevant experience required.","Java Developer we are looking for a java developer to join our growing team. the ideal candidate has hands-on experience with rest api, git, spring boot, hibernate, sql, microservices, multithreading, junit and can work independently on spring boot-driven projects. responsibilities include collaborating with cross-functional teams, contributing to junit initiatives, and driving continuous improvement. 1+ years of relevant experience required. REST API Git Spring Boot Hibernate SQL Microservices Multithreading JUnit",12
JOB00188,Cloud Engineer,DevOps Engineer,Vargas Ltd,Hyderabad,AWS; Monitoring; Git; Kubernetes; Ansible,5-8 years,7-17,"Exciting opportunity for a Cloud Engineer at Vargas Ltd. Must be proficient in AWS, Monitoring, Git, Kubernetes, Ansible, with practical exposure to Kubernetes and Ansible. You'll work in an agile environment solving real business problems. 5+ years experience preferred.","['AWS', 'Monitoring', 'Git', 'Kubernetes', 'Ansible']",AWS Monitoring Git Kubernetes Ansible,5.0,8.0,6.5,7.0,17.0,12.0,"exciting opportunity for a cloud engineer at vargas ltd. must be proficient in aws, monitoring, git, kubernetes, ansible, with practical exposure to kubernetes and ansible. you'll work in an agile environment solving real business problems. 5+ years experience preferred.","Cloud Engineer exciting opportunity for a cloud engineer at vargas ltd. must be proficient in aws, monitoring, git, kubernetes, ansible, with practical exposure to kubernetes and ansible. you'll work in an agile environment solving real business problems. 5+ years experience preferred. AWS Monitoring Git Kubernetes Ansible",10
JOB00138,Senior Java Developer,Java Developer,"Jackson, Miller and Robertson",Hyderabad,Hibernate; Spring Boot; Java; Multithreading; Microservices; JUnit; Git,7-10 years,11-13,"We are looking for a Senior Java Developer to join our growing team. The ideal candidate has hands-on experience with Hibernate, Spring Boot, Java, Multithreading, Microservices, JUnit, Git and can work independently on Multithreading-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Spring Boot initiatives, and driving continuous improvement. 7+ years of relevant experience required.","['Hibernate', 'Spring Boot', 'Java', 'Multithreading', 'Microservices', 'JUnit', 'Git']",Hibernate Spring Boot Java Multithreading Microservices JUnit Git,7.0,10.0,8.5,11.0,13.0,12.0,"we are looking for a senior java developer to join our growing team. the ideal candidate has hands-on experience with hibernate, spring boot, java, multithreading, microservices, junit, git and can work independently on multithreading-driven projects. responsibilities include collaborating with cross-functional teams, contributing to spring boot initiatives, and driving continuous improvement. 7+ years of relevant experience required.","Senior Java Developer we are looking for a senior java developer to join our growing team. the ideal candidate has hands-on experience with hibernate, spring boot, java, multithreading, microservices, junit, git and can work independently on multithreading-driven projects. responsibilities include collaborating with cross-functional teams, contributing to spring boot initiatives, and driving continuous improvement. 7+ years of relevant experience required. Hibernate Spring Boot Java Multithreading Microservices JUnit Git",12
